Response Identifier,StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent,S1_live_work_1,S1_live_work_2,S1_live_work_3,S1_live_work_4,S1_live_work_5,S2_race_ethnicity_1,S2_race_ethnicity_2,S2_race_ethnicity_3,S2_race_ethnicity_4,S2_race_ethnicity_5,S2_race_ethnicity_6,S2_race_ethnicity_7,S2_race_ethnicity_7_TEXT,S3_18age,Q77,Q1_no_of_jobs,Q2_sector_precovid_1,Q2_sector_precovid_2,Q2_sector_precovid_3,Q2_sector_precovid_4,Q2_sector_precovid_5,Q2_sector_precovid_6,Q2_sector_precovid_7,Q2_sector_precovid_8,Q2_sector_precovid_9,Q2_sector_precovid_10,Q2_sector_precovid_9_TEXT,Q2_sector_precovid_10_TEXT,Q3_discrimination,Q4_laidoff,Q5_laidoff_prejudice,Q6_return_to_work_op,Q7_otherjobs,Q8_get_other_job,Q9_current_sector_1,Q9_current_sector_2,Q9_current_sector_3,Q9_current_sector_4,Q9_current_sector_5,Q9_current_sector_6,Q9_current_sector_7,Q9_current_sector_8,Q9_current_sector_9,Q9_current_sector_10,Q9_current_sector_9_TEXT,Q9_current_sector_10_TEXT,Q10_work_status,Q11_hours_change,Q12_conditions_chang,Q13_employer_offers_1,Q13_employer_offers_2,Q13_employer_offers_3,Q13_employer_offers_4,Q13_employer_offers_5,Q13_employer_offers_6,Q13_employer_offers_7,Q13_employer_offers_8,Q13_employer_offers_9,Q13_employer_offers_10,Q13_employer_offers_11,Q13_employer_offers_12,Q13_employer_offers_13,Q13_employer_offers_14,Q13_employer_offers_14_TEXT,Q14_work_location,Q15_remote_accom,Q16_onsite_safety,Q17_worker_laws_1,Q17_worker_laws_2,Q17_worker_laws_3,Q17_worker_laws_4,Q17_worker_laws_5,Q17_worker_laws_6,Q17_worker_laws_7,Q17_worker_laws_8,Q17_worker_laws_9,Q18_UI_applied,Q19_UI_applied_yes,Q20_UI_applied_no_1,Q20_UI_applied_no_2,Q20_UI_applied_no_3,Q20_UI_applied_no_4,Q21_looking_for_opps_1,Q21_looking_for_opps_2,Q21_looking_for_opps_3,Q21_looking_for_opps_4,Q21_looking_for_opps_5,Q21_looking_for_opps_4_TEXT,Q22_covid_testing,Q22_covid_testing_7_TEXT,Q23_poscovid_cowork,Q23_poscovid_cowork_1_TEXT,Q24_vaccine,Q25_no_vaccine_yet_1,Q25_no_vaccine_yet_2,Q25_no_vaccine_yet_3,Q25_no_vaccine_yet_4,Q25_no_vaccine_yet_5,Q26_respect,Q26_respect_2_TEXT,Q27_homerole_changes_1,Q27_homerole_changes_2,Q27_homerole_changes_3,Q27_homerole_changes_4,Q27_homerole_changes_5,Q27_homerole_changes_6,Q27_homerole_changes_7,Q27_homerole_changes_6_TEXT,Q28_housing_challeng,Q29_food_needs_met,Q30_financial_aid_1,Q30_financial_aid_2,Q30_financial_aid_3,Q30_financial_aid_4,Q30_financial_aid_5,Q30_financial_aid_6,Q30_financial_aid_5_TEXT,Q31_federal_stimulus,Q31_federal_stimulus_4_TEXT,Q32_stress_level_1,Q34_year_born,Q35_zipcode,Q36_gender_1,Q36_gender_2,Q36_gender_3,Q36_gender_4,Q36_gender_5,Q36_gender_6,Q36_gender_5_TEXT,Q37_kids_at_home,Q37_kids_at_home_1_TEXT,Q38_income,Validity,Five_min_flag,Ten_min_flag,Not_in_CA_Flag,Flag_Qualtrics_Bot,Flag_Qualtrics_Duplicate,Flag_Qualtrics_Fraud,Duplicate_IP,InDupGrp
781,6/12/21 12:57,6/12/21 13:08,0,100,634,1,6/12/21 13:08,EN,0.9, ,0,0,10/14/1582 0:00:00,1, , , ,1, , , ,1, , , , , ,1, ,2,1, , , ,1, , , , , , , ,1,1,1,2, ,1, , , , ,1, , , , , , , ,1,3,1,1,1,1, , ,1,1,1,1,1,1, , , , ,1,2, , , ,1, , , , , ,1,2, , , , ,1, , , , ,1, ,1, ,1,3,2, , , , , ,2,When I was ill after vaccine I was treated like I was lying and told repeatedly that it should not make me sick. My space was encroached upon several times when asked to remain 6 feet away. I was made to feel as though I was dramatic and overprotective., , , ,1,1, , , ,1,1,1, , , , , , , , ,5,1969,92103, ,1, , , , , ,2, ,5,1, , , , , , ,0,
783,6/12/21 13:42,6/12/21 13:56,0,100,802,1,6/12/21 13:56,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Hospitality,1,3,2,1, , , , , , , , , , , ,1, ,Hospitality,1,1,1,1,1, , , ,1,1,1,1, , , , , , ,2, ,1,1,1,1, , ,1, ,1,1,1,1, , , , ,1, , , , , ,2, , , ,2, , , , , , , , , , , , , ,1, ,1,1,1, , , , , , , , ,3,1988,90814,1, , , , , , ,2, ,3,1, , , , , , ,0,
784,6/12/21 13:50,6/12/21 14:02,0,100,714,1,6/12/21 14:02,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Was hired to work for the 2020 Census,2,1, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,1, , ,1, ,Online,2, , , ,2, , , , , , , , , , , , , ,1, ,1,1,1, , , , , , , , ,1,1953,93591, ,1, , , , , , , ,2,1, , , , , , ,0,
785,6/12/21 13:54,6/12/21 14:27,0,100,1962,1,6/12/21 14:27,EN,1, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,2, , , , , , , , ,1, ,Public relations, ,1,4, , , , , , , , , , , , ,1, ,Public relations, ,2,4,2,1, , , , ,1,1, , , ,1, , , , ,1,2, ,1,1,1,1,1,1,1,1,1,1,4, , , , ,1, , , , , ,2, , , ,2, , , , , ,1, , , , , , , ,1, ,2,1,1, , , , , , , , ,2,1959,92410,1, , , , , , ,2, ,3,1, , , , , , ,0,
786,6/12/21 14:32,6/12/21 14:40,0,100,444,1,6/12/21 14:40,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,1, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , ,1, , ,1,2, , , , ,1, , , , ,1, ,4, , , ,3, , , ,1, , , , ,1,1, , , , , ,2,3,1, , , , , , , , ,3,1971,90003, ,1, , , , , ,1,1,4,1, ,1, , , , ,0,
787,6/12/21 14:54,6/12/21 15:03,0,100,507,1,6/12/21 15:03,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,3, ,1, , , , , , , , , , ,2,4, , , , , , , , , , , , , ,1, ,Not working, ,3,2, , , , , , , , , , , , ,1, , ,1,2, ,1, , ,1, ,1, ,1,1,2, , , ,1, , , , , ,1, ,4, ,2, ,2, , , , , ,1, , , , , , , ,1, ,2,1,1, , , , , , , , ,3,1970,90220,1, , , , , , ,2, ,2,1, ,1, , , , ,0,
788,6/12/21 15:04,6/12/21 15:11,0,100,412,1,6/12/21 15:11,EN,0.8, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,"Part time, design", ,4, , , , , , , , , , , , , ,1, ,"Part time, design",2,3,2, , , , , , , , , , , , , ,1,Always work from home,1,1, ,1,1,1,1,1,1, ,1,1,2, , , , ,1, , , , ,1, ,4, ,2, ,2, , , , , ,1, , , , , , , ,1, ,2,1, , , , , ,1, , , ,1,1963,90008, ,1, , , , , ,2, ,9,1, ,1, , , , ,0,
790,6/12/21 18:56,6/12/21 19:06,0,100,623,1,6/12/21 19:06,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,1,4, , , , ,1, , , , , , , , , , , ,1,3,1, ,1, , ,1, , , , , , , , , , ,1,2, ,1,1,1, , ,1, , ,1,2, , , , ,1,1, , , , , ,2, ,2, ,2, , , , , ,2,My boss is passive aggressive and has a very nasty email tone., ,1, , , , , , ,2,1,1, , , , , , , , ,3,1982,91303, ,1, , , , , ,2, ,4,1, , , , , , ,0,
791,6/12/21 19:24,6/12/21 19:35,0,100,682,1,6/12/21 19:35,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Legal services; federal government,2,4, , , , , , , , , , , , , ,1, ,Legal services; federal government,1,3,1,1,1,1, , ,1,1,1,1,1,1, , , , ,1,2, ,1,1,1,1,1,1, ,1,1,2, , , , ,1,1, , ,1, ,"Yes, in the private health sector.",3, ,1,10 - 15 (I'm guessing),2, , , , , ,1, , , , , , , ,1, ,2,1, , , , , ,1, ,4,Don't think I qualified.,4,1979,90034, ,1, , , , , ,2, ,7,1, , , , , , ,0,
792,6/12/21 19:30,6/12/21 19:48,0,100,1102,1,6/12/21 19:48,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , ,1,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,1, , , , , ,4, , , ,3, , , ,1,1, , , ,1, , ,1, , , ,1,3,1,1,1,1, , , , , ,4,1996,90003,1, , , , , , ,2, ,2,1, , , , , , ,0,
793,6/12/21 19:39,6/12/21 19:53,0,100,802,1,6/12/21 19:53,EN,1, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,2,4, , , , ,1, , , , , , , , , , , ,1,3,2, ,1, , , , , , , , , , , , , ,1,2, , , , , , ,1, , ,1,2, , , ,1, , , , , ,1, ,1, ,2, ,2, , , , , ,1, , , , , , , ,1, ,2,1,1, , , , , , , , ,1,1962,92301, ,1, , , , , ,2, ,5,1, , , , , , ,0,
794,6/12/21 19:58,6/12/21 20:17,0,100,1127,1,6/12/21 20:17,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Hospitality,2,4, , , , , , , ,1, , , , , , , , ,2,4,2,1, , , ,1,1,1, ,1, ,1, , , , ,2, ,1, , , , , , , , , ,1,3, , , , , , , ,1, , ,3, ,1,Over 20,2, , , , , ,1, ,1, , , , , , , ,2,1,1, , , , , , , , ,3,1975,90723, ,1, , , , , ,1,1,3,1, , , , , , ,0,
795,6/12/21 20:13,6/12/21 20:18,0,100,284,1,6/12/21 20:18,EN,0.3, , , ,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,1, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,1, , , ,1, , ,3, , , ,2, , , , , , , , , , , , , ,1, ,2,1, ,1, , , ,1, ,2, ,1,1997,90250,1, , , , , , ,1,0,1,1,1,1, ,1, , ,0,
796,6/12/21 20:09,6/12/21 20:23,0,100,834,1,6/12/21 20:23,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , ,1, , , , , , ,2,4, , , , , , , , , , , , , ,1, ,CSC Security,2,1,2,1, , , , , , , , , , , , , , ,2, ,2,1,1, , , ,1, , ,1,2, , , ,1, , , , , ,1, ,4, ,2, ,2, , , , , ,2,My job was put on hold, ,1, , ,1, , , ,2,1,1, , , , , , , , ,1,1962,90302,1, , , , , , ,2, ,3,1, , , , , , ,0,
797,6/12/21 20:41,6/12/21 20:53,0,100,685,1,6/12/21 20:53,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , ,1, , , , , , ,2,1, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,1, , , , , ,3, , , ,2, , , , , , , , , , , , , ,1, ,2,3,1, , ,1, , , , , ,3,1996,90713,1, , ,1, , , ,2, ,2,1, , , , , , ,0,
798,6/12/21 21:00,6/12/21 21:08,0,100,497,1,6/12/21 21:08,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,3,1, , , , , , , ,1, ,1099 work, ,2,4, , , , ,1, , , , , , , , , , , ,1,3,1,1,1,1, , ,1,1,1,1, , , , , , ,1,2, ,1,1,1, , ,1, , ,1,2, , , , ,1,1,1,1,1, , ,1, ,1,N/A,3, , , ,1, ,1, , , , , , , , , , ,1,1, , , , , , , , ,2,1988,90242, ,1, , , , , ,2, ,5,1, ,1, , , , ,0,
799,6/12/21 20:58,6/12/21 21:09,0,100,648,1,6/12/21 21:09,EN,0.9, ,0,0,10/14/1582 0:00:00,1, , , , , , , ,1, , , , , ,1, ,3, , , , ,1, , , ,1, ,Gift baskets, ,2,3, ,1,2, , , , , , , , , , , , , ,3,2,1, ,1,1, , , , , , , , , , , , ,2, ,1, , ,1,1, ,1, ,1,1,1,5, , , , , , , , ,1, ,1, , , ,3, , , ,1, , , ,1,1,1, ,1, , , ,2,2,1, , , , , , , , ,4,1963,90011, ,1, , , , , ,2, ,3,1, , , , , , ,0,
800,6/12/21 21:08,6/12/21 21:13,0,100,271,1,6/12/21 21:13,EN, , , , ,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , ,1, ,Doula, ,2,1, ,2, ,1, , , , , , , , ,1, ,Doula, ,2,2,1, , , , , , , , , , , , ,1, , ,2, ,2,1,1, , , ,1, , , ,1,2, , , , , , , ,1, , ,2, ,2, ,2, , , , , ,1, ,1,1, , , , , , ,2,1,1, , , , , , , , ,4,1986,90018, ,1, , , , , ,1,1,2,1,1,1, , , , ,0,
801,6/12/21 21:09,6/12/21 21:20,0,100,693,1,6/12/21 21:20,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,4, , , , ,1, , , , , , , ,1,4, , , , , , , , ,1, , , , , , , ,1,3,2,1, , , , ,1,1,1,1, ,1, , , , ,2, ,1, , , , , ,1, , ,1,2, , ,1,1, ,1, , , , , ,4, ,1,5,2, , , , , ,2,Forced to come to work everyday when others were working two days a week. Only employee to be called in to work at a moments notice (be here by 1:20) and subsequently written up for not making the deadline. Failed to accommodate my disability and forced me to take state disability two months before my surgery date., ,1, , , , , , ,2,1, , , , , ,1, ,4,Owe fed govt back taxes,4,1972,93501,1, , , , , , ,1,1,6,1, , , , , , ,0,
802,6/12/21 19:46,6/12/21 23:58,0,100,15105,1,6/12/21 23:58,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,1,4, , , , ,1, , , , , , , , , , , ,1,4,1, , , , , , , , , , , , ,1, , ,1,2, , , , , , , , , , ,2, , , ,1, ,1, , , , , ,2, ,1,4,2, , , , , ,2,"My HIV status, Race, and Gender", , , , , , ,1, ,1,3, , , , , ,1, , , ,5, , , ,1, , , , , , , , ,1, , , , , , ,0,
803,6/13/21 14:32,6/13/21 14:39,0,100,390,1,6/13/21 14:39,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , ,2,4, , , , , , , , ,1,1, , , , , , ,1,3, , ,1,1, , , , , , , , , , , , ,2, ,1, , , , , , , , , ,2, , , ,1, , , , , ,1, ,4, ,2, ,3, , , ,1, ,1, , , , , , , ,1, ,2,2,1, , , , , , , , ,2,1973,90019, ,1, , , , , ,2, ,4,1, ,1, , , , ,0,
804,6/13/21 14:43,6/13/21 14:49,0,100,333,1,6/13/21 14:49,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , ,1, , , , , , ,1,4, , , , , , , , , ,1, , , , , , ,2,3,2, , , , , ,1,1,1,1, ,1, , , , ,2, ,2, , , , , , , , , ,2, , ,1, , , , , ,1, ,It internships,1, ,1,Don’t know the exact number,2, , , , , ,1, , , , , , , ,1, ,2,1, , , , , ,1, ,1, ,4,2000,90043,1, , , , , , ,1,1,2,1, ,1, , , , ,0,
805,6/13/21 15:09,6/13/21 15:11,0,100,83,1,6/13/21 15:11,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , , , , , ,1,Hispanic and black,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, , , , ,0,
806,6/13/21 16:21,6/13/21 16:28,0,100,411,1,6/13/21 16:28,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,3, , , , ,1, , , ,1, ,Musician Composer Educator, ,2,2, ,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,1, , , ,1, ,Still teaching and Composing for Film,2, ,2, ,2, , , , , ,1, , ,1, ,1,1, , , ,2,1,1, , , , , , , , ,5,1966,90043, ,1, , , , , ,2, ,3,1, ,1, , , , ,0,
807,6/13/21 16:23,6/13/21 16:31,0,100,458,1,6/13/21 16:31,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,4, , , ,1, ,1, , , , , , ,2,3, ,1,2, ,1, , , , , , , , , , , ,1,1,1, , , , , ,1, , , , , , , , , ,2, ,2, , , , , ,1, , , ,1,1, , , , ,1, , , , , ,1, , , ,3, , , ,1, , , ,1, , , , , , , ,2,3, , , , , ,1, ,2, ,4,2000,90061,1, , , , , , ,1,1,2,1, ,1, , , , ,0,
808,6/13/21 16:42,6/13/21 16:47,0,100,264,1,6/13/21 16:47,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , ,2,4, , , , , , , , ,1, , , , , , , ,1,1,1, ,1,1,1, , , , , , , , , , , ,1,2, ,1,1, , , ,1, , , ,2, , , ,1, , , , , ,1, ,1, ,1,2,2, , , , , ,1, ,1,1,1, ,1, , , ,2,1,1, , , , , , , , ,4,1988,90047, ,1, , , , , ,2, ,6,1,1,1, , , , ,0,
809,6/13/21 18:29,6/13/21 18:37,0,100,424,1,6/13/21 18:37,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,1, , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , ,1, , , , ,1, ,4, , , ,2, , , , , , , , , , , ,1, , , ,1, , , , , , ,1, ,1, ,1,1982,90723, ,1, , , , , ,2, ,2,1, ,1, , , , ,0,
810,6/13/21 18:45,6/13/21 18:48,0,100,211,1,6/13/21 18:48,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , ,1, , , , , , , , ,1, ,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1, , ,1, , , ,1,1, , , , ,1, , , , , ,3, , , ,2, , , , , , , ,1,1, , ,1, , , ,1,3, , ,1, , , , ,2, ,5,2000,90011, ,1, , , , , ,2, ,2,1,1,1, , , , ,0,
811,6/13/21 18:53,6/13/21 18:59,0,100,348,1,6/13/21 18:59,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2,1, , , , , , , , , , , ,2,4, , , , ,1, , , ,1, , , , , , , ,1,1,1,1, , , , ,1,1, ,1, , , , , , ,2, ,1,1,1, , , ,1, , , ,2, , , ,1, , , , , ,1, ,2, ,1,6,2, , , , , ,2,"I felt treated the same, regardless of race. I think my company could have done more but did address with us after.", ,1, , , , , , ,2,1,1, , , , , , , , ,5,1986,90056, ,1, , , , , ,2, ,4,1, ,1, , , , ,0,
812,6/13/21 18:59,6/13/21 19:05,0,100,361,1,6/13/21 19:05,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1,1, , , , ,1, ,2, ,1, , , , , , , , , , ,2,4, , , , , , , , , , , , ,1, ,DoorDash, ,2,2,1,1, , , , ,1, , ,1, ,1, , , , ,2, ,1,1,1, , , ,1, , , ,1,1, , , , ,1, , , , , ,3, ,2, ,3, , , ,1, ,1, , ,1, ,1, , , , ,1,3,1,1, , , , , , , ,4,1998,90034,1, , , , , , ,2, ,4,1, ,1, , , , ,0,
813,6/13/21 19:05,6/13/21 19:10,0,100,265,1,6/13/21 19:10,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , ,1, ,Plumber, ,2,4, , , , , , , , , , , , ,1, ,Plumber, ,2,2,1, , , , , , , , , , , , ,1, , ,2, ,1, , , , , , , , , ,1,1, , , , , , ,1, , , ,4, ,2, ,2, , , , , ,1, ,1,1, , , , , , ,2,1,1, , , , , , , , ,3,1975,90305,1, , , , , , ,1,2,5,1,1,1, , , , ,0,
814,6/13/21 19:03,6/13/21 19:10,0,100,414,1,6/13/21 19:10,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , ,1, , , , , , , , ,2,3, ,1, , , , , , , , , , , ,1, ,Not working, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,1, , , , , ,5, , , ,2, , , , , , , , , , , , , , , ,2,1,1, , , , , , , , ,3, ,90746, ,1, , , , , ,2, , ,1, ,1, , , , ,0,
815,6/13/21 19:06,6/13/21 19:10,0,100,265,1,6/13/21 19:10,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,1, , , , , , , , , , , , , , , , , ,1,1, , , , , , , , , , , ,1,3,2, , , , , , , , , , , , ,1,1,Work from home.,1,2, ,1,1,1,1,1,1,1,1,1,2, , , , ,1,1, , , , , ,2, ,2, ,1, , , , , ,1, ,1,1, , ,1, , , ,2,1,1, , , , , , , , ,4,1990,90706, ,1, , , , , ,1,2,2,1,1,1, , , , ,0,
816,6/13/21 19:15,6/13/21 19:24,0,100,538,1,6/13/21 19:24,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , , ,1, ,Banking,2,4, , , , , , , , , , , , , , , , ,1,3,1, ,1, , , , , , , , , , , , , ,1,2, , , , , , , , , , ,2, , , ,1,1, , , , ,1, ,1, ,1,5,1, , , , , ,1, ,1,1, , ,1, , , ,1,1,1, , , , , , , , ,5,1982,91801, ,1, , , , , ,1,1,5,1, ,1, , , , ,0,
817,6/13/21 19:14,6/13/21 19:24,0,100,632,1,6/13/21 19:24,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , ,1, , ,1, ,2, , , , , , , , , ,1, ,Medical device / equipment manufacturing,2,4, , , , , , , , , , , , , ,1, ,Medical device / equipment manufacturing,1,3,1,1, , ,1, ,1,1,1,1, , , , , , ,2, ,1, , , , , , , , , ,2, , , ,1, , , , , ,1, ,2, ,1,4,2, , , , , ,1, , , , , ,1, ,1, ,2,1,1, , , , , , , , ,5,1997,91411,1, , , , , , ,2, ,5,1, , , , , , ,0,
818,6/13/21 19:24,6/13/21 19:35,0,100,638,1,6/13/21 19:35,EN,1, ,0,0,10/14/1582 0:00:00,1, ,1, , , , , ,1, , , ,1,Jew,1, ,3, , , , , , , , , ,1, ,Acct payable and child care, ,4, , , , , , , , , , , , , ,1, ,Acct payable,1,3,1, , , , , , , , ,1, , , , , , ,1,1, ,1,1, , , , , , , ,2, , , , ,1, , , , ,1, ,4, ,1,"Dont know, knownthat 12 or 13 passed for covid19",2, , , , , ,1, , , , , , , ,1, ,1,1,1, , , , , , , , ,2,1960,92404,1, , , , , , ,1,One,5,1, , , , , , ,0,
819,6/13/21 20:31,6/13/21 20:38,0,100,385,1,6/13/21 20:38,EN,1, ,0,0,10/14/1582 0:00:00,1, ,1, , , ,1, ,1, , , ,1,Creole,1, ,2, , , ,1, , , , , , , , ,1,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1, ,1, , , , , ,2, , , ,2, , , , , , , ,1,1, , ,1, , , ,1,2,1, , , , , , , , ,5,1991, , ,1, , , , , ,1,2,3,1, ,1, , , , ,0,
821,6/14/21 9:04,6/14/21 9:24,0,100,1184,1,6/14/21 9:24,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,2, , , , , , , , ,1, ,Caregiver, ,2,4, , , , , , , , , , , , ,1, ,Caregiver, ,1,4,1,1, , , , ,1,1, , ,1,1, , , , ,2, ,1,1,1, , , ,1, ,1,1,2, , , ,1, ,1, , , , , ,2, ,2, ,2, , , , , ,1, , , ,1,1, , , , ,2,1, , , , , ,1, ,1, ,3,1957,99746, ,1, , , , , ,2, ,6,1, , , , , , ,0,
822,6/14/21 10:41,6/14/21 10:59,0,100,1072,1,6/14/21 10:59,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,3, , , , , ,1, , , , , , ,1,4, , , , , , , , , ,1, , , , , , ,1,1,1, , , , , ,1, , , , ,1, , , , ,2, ,1, , , , , , , , , ,2, , , ,1, ,1, , , , , ,1, ,1,15,2, , , , , ,2,We are burned out. I get being an essential worker but I just feel like I’m being worked into an early grave. I wish they’d hire more people. I wasn’t informed when two of my coworkers that I work closely with (read: literally sit next to each other coz that’s how the office is set up) got Covid. I had to find out from the sick coworkers when they told me to go get tested. One just came back after 6 months of being ill., ,1, , , , , , ,1,3,1, , , , , , , , ,5,1994,90026, ,1, , , , , ,2, ,9,1, , , , , , ,0,
823,6/14/21 12:22,6/14/21 12:30,0,100,482,1,6/14/21 12:30,EN,1, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,4,1, , , , , , , , , , , ,2,3, ,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3, , , , , , , ,1, ,Nursing,2, ,1,8,3, , , ,1, ,1, ,1, , , ,1, , , ,1,2,1, , , , , , , , ,5,1979,91405, ,1, , , , , ,1,3,6,1, ,1, , , , ,0,
824,6/14/21 12:28,6/14/21 12:39,0,100,649,1,6/14/21 12:39,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,4, , , ,1, , , , , , , , ,1,3,2,1,1, , , , , , , , , , ,1, ,Sales,2,3,1,1, , , , ,1,1,1,1, ,1, , , , ,2, ,1,1,1, , , ,1, , ,1,1,5, , , , , , , ,1, ,I will be in the medical field soon.,2, ,2, ,1, , , , , ,1, , ,1, , , , , , ,2,3,1, , , , , , , , ,3,1998,90061, , ,1, , , , ,2, ,3,1, , , , , , ,0,
825,6/14/21 13:07,6/14/21 13:16,0,100,526,1,6/14/21 13:16,EN,0.9, ,0,0,10/14/1582 0:00:00,1,1, , , , , , ,1, , , , , ,1, ,3,1,1, , , , , , , , , , ,2,1, ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,1, , , , , ,2, , , ,3, , , ,1, , , , , , ,1, , , , ,2,2, , , , , ,1, , , ,4,1966,90247,1, , , , , , ,2, ,4,1, ,1, , , , ,0,
